ID,Category,Meal,Dish,Description,Calories,Protein,Carbs,Fats,Fiber
812,Vegetarian,Lunch,"Palak Paneer and Millet Roti and Bhindi Masala","A home-style lunch meal featuring Palak Paneer and Millet Roti and Bhindi Masala - cooked in traditional Indian style.",475,19.5,42.0,25.5,12.0
813,Vegetarian,Dinner,"Dal Makhani with Roti","A nutrient-rich dinner meal featuring Dal Makhani with Roti - prepared with minimal oil.",384,12.0,44.0,17.0,10.0
814,Vegetarian,Dinner,"Mixed Veg Curry with Millet Rotis","A healthy dinner meal featuring Mixed Veg Curry with Millet Rotis - cooked in traditional Indian style.",370,11.0,58.0,9.0,13.0
815,Vegetarian,Breakfast,"Poha","A delicious breakfast meal featuring Poha - perfect for your dietary goals.",180,3.0,39.0,1.5,2.0
816,Vegetarian,Mid Morning Snack,"Protein Shake (scoop)","A nutrient-rich mid morning snack meal featuring Protein Shake (scoop) - prepared with minimal oil.",120,24.0,3.0,1.5,0.0
817,Vegetarian,Evening Snack,"Greek Yogurt (cup)","A delicious evening snack meal featuring Greek Yogurt (cup) - cooked in traditional Indian style.",100,10.0,4.0,0.0,0.0
818,Vegetarian,Lunch,"Chana Masala with Millet Roti","A delicious lunch meal featuring Chana Masala with Millet Roti - providing excellent macronutrients.",285,11.5,45.0,6.5,11.0
819,Vegetarian,Lunch,"Paneer Butter Masala and Quinoa (Bowl) and Cucumber Raita","A nutrient-rich lunch meal featuring Paneer Butter Masala and Quinoa (Bowl) and Cucumber Raita - prepared with minimal oil.",500,19.4,36.0,30.0,5.8
820,Vegetarian,Dinner,"Yellow Dal Tadka with Garlic Naan","A home-style dinner meal featuring Yellow Dal Tadka with Garlic Naan - prepared with minimal oil.",410,15.0,61.0,12.0,7.0
821,Vegetarian,Dinner,"Lauki Sabzi with Millet Rotis","A delicious dinner meal featuring Lauki Sabzi with Millet Rotis - cooked in traditional Indian style.",300,8.0,50.0,6.0,11.0
822,Vegetarian,Breakfast,"Appam","A healthy breakfast meal featuring Appam - perfect for your dietary goals.",120,2.0,25.0,1.5,1.0
823,Vegetarian,Mid Morning Snack,"Masala Oats","A nutrient-rich mid morning snack meal featuring Masala Oats - providing excellent macronutrients.",140,5.0,24.0,3.0,4.0
824,Vegetarian,Evening Snack,"Roasted Chana","A home-style evening snack meal featuring Roasted Chana - providing excellent macronutrients.",120,6.0,18.0,2.0,5.0
825,Vegetarian,Lunch,"Yellow Dal Tadka with Jeera Rice","A home-style lunch meal featuring Yellow Dal Tadka with Jeera Rice - cooked in traditional Indian style.",270,9.5,46.0,6.0,6.2
826,Vegetarian,Lunch,"Vegan Dal Makhani (Coconut Milk) and Garlic Naan and Mushroom Do Pyaza","A high-protein lunch meal featuring Vegan Dal Makhani (Coconut Milk) and Garlic Naan and Mushroom Do Pyaza - prepared with minimal oil.",620,20.0,75.0,25.0,12.0
827,Vegetarian,Dinner,"Rajma Curry with Millet Rotis","A delicious dinner meal featuring Rajma Curry with Millet Rotis - prepared with minimal oil.",410,15.0,66.0,7.0,16.0
828,Vegetarian,Dinner,"Jeera Aloo with Bowl Rice","A healthy dinner meal featuring Jeera Aloo with Bowl Rice - perfect for your dietary goals.",280,4.0,52.0,5.0,4.0
829,Vegetarian,Breakfast,"Paneer Paratha","A healthy breakfast meal featuring Paneer Paratha - perfect for your dietary goals.",280,10.0,30.0,12.0,3.0
830,Vegetarian,Mid Morning Snack,"Protein Shake (scoop)","A nutrient-rich mid morning snack meal featuring Protein Shake (scoop) - providing excellent macronutrients.",120,24.0,3.0,1.5,0.0
831,Vegetarian,Evening Snack,"Roasted Chana","A balanced evening snack meal featuring Roasted Chana - cooked in traditional Indian style.",120,6.0,18.0,2.0,5.0
832,Vegetarian,Lunch,"Paneer Butter Masala with Bowls Rice","A healthy lunch meal featuring Paneer Butter Masala with Bowls Rice - perfect for your dietary goals.",515,15.0,52.0,26.0,3.5
833,Vegetarian,Lunch,"Toor Dal and Rotis and Mixed Veg Curry","A delicious lunch meal featuring Toor Dal and Rotis and Mixed Veg Curry - prepared with minimal oil.",458,16.0,79.0,10.0,16.0
834,Vegetarian,Dinner,"Rajma Curry with Bowl Rice","A high-protein dinner meal featuring Rajma Curry with Bowl Rice - perfect for your dietary goals.",310,10.0,54.0,4.0,9.0
835,Vegetarian,Dinner,"Bhindi Masala with Roti","A nutrient-rich dinner meal featuring Bhindi Masala with Roti - perfect for your dietary goals.",224,5.0,36.0,7.0,7.0
836,Vegetarian,Breakfast,"Upma","A delicious breakfast meal featuring Upma - perfect for your dietary goals.",190,4.0,35.0,3.0,3.0
837,Vegetarian,Mid Morning Snack,"Vegan Protein Shake","A home-style mid morning snack meal featuring Vegan Protein Shake - prepared with minimal oil.",115,22.0,4.0,1.5,1.0
838,Vegetarian,Evening Snack,"Moong Sprouts Salad","A nutrient-rich evening snack meal featuring Moong Sprouts Salad - providing excellent macronutrients.",120,10.0,18.0,1.0,6.0
839,Vegetarian,Lunch,"Dal Makhani with Jeera Rice","A nutrient-rich lunch meal featuring Dal Makhani with Jeera Rice - perfect for your dietary goals.",430,11.5,50.0,19.0,8.2
840,Vegetarian,Lunch,"Toor Dal and Millet Rotis and Boondi Raita","A healthy lunch meal featuring Toor Dal and Millet Rotis and Boondi Raita - prepared with minimal oil.",430,16.0,65.0,9.0,14.0
841,Vegetarian,Dinner,"Rajma Curry with Millet Rotis","A nutrient-rich dinner meal featuring Rajma Curry with Millet Rotis - perfect for your dietary goals.",410,15.0,66.0,7.0,16.0
842,Vegetarian,Dinner,"Bhindi Masala with Rotis","A balanced dinner meal featuring Bhindi Masala with Rotis - perfect for your dietary goals.",328,8.0,58.0,8.0,10.0
843,Vegetarian,Breakfast,"Gobi Paratha","A healthy breakfast meal featuring Gobi Paratha - cooked in traditional Indian style.",220,5.0,33.0,7.0,5.0
844,Vegetarian,Mid Morning Snack,"Masala Oats","A nutrient-rich mid morning snack meal featuring Masala Oats - perfect for your dietary goals.",140,5.0,24.0,3.0,4.0
845,Vegetarian,Evening Snack,"Fruit Bowl (Apple & Papaya)","A balanced evening snack meal featuring Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",90,1.0,22.0,0.0,4.0
846,Vegetarian,Lunch,"Soya Chunks Curry with Rotis","A balanced lunch meal featuring Soya Chunks Curry with Rotis - providing excellent macronutrients.",358,24.0,56.0,5.0,11.0
847,Vegetarian,Lunch,"Lobia Curry and Bowl Rice and Jeera Aloo","A balanced lunch meal featuring Lobia Curry and Bowl Rice and Jeera Aloo - perfect for your dietary goals.",440,11.0,76.0,8.0,11.0
848,Vegetarian,Dinner,"Toor Dal with Brown Rice (Bowl)","A healthy dinner meal featuring Toor Dal with Brown Rice (Bowl) - providing excellent macronutrients.",220,9.0,39.0,3.0,8.5
849,Vegetarian,Dinner,"Mixed Veg Curry with Garlic Naan","A nutrient-rich dinner meal featuring Mixed Veg Curry with Garlic Naan - providing excellent macronutrients.",430,12.0,61.0,15.0,7.0
850,Vegetarian,Breakfast,"3 Idlis","A home-style breakfast meal featuring 3 Idlis - prepared with minimal oil.",174,6.0,36.0,0.6,2.2
851,Vegetarian,Mid Morning Snack,"Protein Shake (scoop)","A home-style mid morning snack meal featuring Protein Shake (scoop) - perfect for your dietary goals.",120,24.0,3.0,1.5,0.0
852,Vegetarian,Evening Snack,"Cucumber Carrot Salad","A high-protein evening snack meal featuring Cucumber Carrot Salad - perfect for your dietary goals.",40,1.0,9.0,0.0,3.0
853,Vegetarian,Lunch,"Soya Chunks Curry with Millet Roti","A high-protein lunch meal featuring Soya Chunks Curry with Millet Roti - cooked in traditional Indian style.",265,21.5,32.0,4.5,9.0
854,Vegetarian,Lunch,"Matar Paneer and Millet Roti and Aloo Gobi","A home-style lunch meal featuring Matar Paneer and Millet Roti and Aloo Gobi - perfect for your dietary goals.",475,17.5,52.0,21.5,13.0
855,Vegetarian,Dinner,"Vegan Dal Makhani (Coconut Milk) with Garlic Naan","A home-style dinner meal featuring Vegan Dal Makhani (Coconut Milk) with Garlic Naan - providing excellent macronutrients.",510,16.0,65.0,19.0,9.0
856,Vegetarian,Dinner,"Cabbage Poriyal with Roti","A healthy dinner meal featuring Cabbage Poriyal with Roti - providing excellent macronutrients.",194,5.0,34.0,5.0,7.0
857,Vegetarian,Breakfast,"Appam","A healthy breakfast meal featuring Appam - providing excellent macronutrients.",120,2.0,25.0,1.5,1.0
858,Vegetarian,Mid Morning Snack,"Moong Sprouts Salad","A nutrient-rich mid morning snack meal featuring Moong Sprouts Salad - providing excellent macronutrients.",120,10.0,18.0,1.0,6.0
859,Vegetarian,Evening Snack,"Roasted Chana","A balanced evening snack meal featuring Roasted Chana - perfect for your dietary goals.",120,6.0,18.0,2.0,5.0
860,Vegetarian,Lunch,"Soya Chunks Curry with Millet Rotis","A healthy lunch meal featuring Soya Chunks Curry with Millet Rotis - cooked in traditional Indian style.",380,25.0,52.0,6.0,13.0
861,Vegetarian,Lunch,"Toor Dal and 3 Rotis and Bhindi Masala","A delicious lunch meal featuring Toor Dal and 3 Rotis and Bhindi Masala - cooked in traditional Indian style.",542,17.0,97.0,11.0,18.0
862,Vegetarian,Dinner,"Tofu Curry with Naan","A home-style dinner meal featuring Tofu Curry with Naan - perfect for your dietary goals.",440,22.0,48.0,17.0,4.0
863,Vegetarian,Dinner,"Cucumber Raita with 3 Rotis","A high-protein dinner meal featuring Cucumber Raita with 3 Rotis - providing excellent macronutrients.",372,12.0,71.0,5.0,10.0
864,Vegetarian,Breakfast,"Idlis","A healthy breakfast meal featuring Idlis - perfect for your dietary goals.",116,4.0,24.0,0.4,1.5
865,Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A home-style mid morning snack meal featuring Greek Yogurt (cup) - providing excellent macronutrients.",100,10.0,4.0,0.0,0.0
866,Vegetarian,Evening Snack,"Masala Oats","A nutrient-rich evening snack meal featuring Masala Oats - cooked in traditional Indian style.",140,5.0,24.0,3.0,4.0
867,Vegetarian,Lunch,"Yellow Dal Tadka with Millet Roti","A high-protein lunch meal featuring Yellow Dal Tadka with Millet Roti - cooked in traditional Indian style.",235,10.5,38.0,4.5,9.0
868,Vegetarian,Lunch,"Lobia Curry and Garlic Naan and Mixed Veg Curry","A delicious lunch meal featuring Lobia Curry and Garlic Naan and Mixed Veg Curry - cooked in traditional Indian style.",590,19.0,85.0,18.0,14.0
869,Vegetarian,Dinner,"Matar Paneer with 3 Rotis","A nutrient-rich dinner meal featuring Matar Paneer with 3 Rotis - prepared with minimal oil.",562,20.0,80.0,19.0,13.0
870,Vegetarian,Dinner,"Cucumber Raita with Bowl Rice","A balanced dinner meal featuring Cucumber Raita with Bowl Rice - perfect for your dietary goals.",190,5.0,33.0,2.0,2.0
871,Vegetarian,Breakfast,"Masala Dosa","A balanced breakfast meal featuring Masala Dosa - perfect for your dietary goals.",260,5.0,42.0,8.0,4.0
872,Vegetarian,Mid Morning Snack,"Mixed Nuts (30g)","A home-style mid morning snack meal featuring Mixed Nuts (30g) - cooked in traditional Indian style.",180,6.0,6.0,15.0,3.0
873,Vegetarian,Evening Snack,"Masala Oats","A balanced evening snack meal featuring Masala Oats - prepared with minimal oil.",140,5.0,24.0,3.0,4.0
874,Vegetarian,Lunch,"Rajma Curry with Naan","A balanced lunch meal featuring Rajma Curry with Naan - prepared with minimal oil.",440,16.0,68.0,10.0,10.0
875,Vegetarian,Lunch,"Tofu Curry and Jeera Rice and Cabbage Poriyal","A healthy lunch meal featuring Tofu Curry and Jeera Rice and Cabbage Poriyal - cooked in traditional Indian style.",420,18.5,46.0,18.0,7.2
876,Vegetarian,Dinner,"Kadai Paneer with Millet Rotis","A nutrient-rich dinner meal featuring Kadai Paneer with Millet Rotis - perfect for your dietary goals.",490,20.0,52.0,21.0,11.0
877,Vegetarian,Dinner,"Bhindi Masala with Naan","A home-style dinner meal featuring Bhindi Masala with Naan - perfect for your dietary goals.",380,10.0,56.0,12.0,6.0
878,Vegetarian,Breakfast,"Besan Chilla","A delicious breakfast meal featuring Besan Chilla - cooked in traditional Indian style.",150,7.0,18.0,5.0,4.0
879,Vegetarian,Mid Morning Snack,"Roasted Chana","A healthy mid morning snack meal featuring Roasted Chana - cooked in traditional Indian style.",120,6.0,18.0,2.0,5.0
880,Vegetarian,Evening Snack,"Mixed Nuts (30g)","A balanced evening snack meal featuring Mixed Nuts (30g) - perfect for your dietary goals.",180,6.0,6.0,15.0,3.0
881,Vegetarian,Lunch,"Toor Dal with Brown Rice (Bowl)","A high-protein lunch meal featuring Toor Dal with Brown Rice (Bowl) - cooked in traditional Indian style.",220,9.0,39.0,3.0,8.5
882,Vegetarian,Lunch,"Rajma Curry and Bowls Rice and Boondi Raita","A high-protein lunch meal featuring Rajma Curry and Bowls Rice and Boondi Raita - providing excellent macronutrients.",530,15.0,90.0,8.0,11.0
883,Vegetarian,Dinner,"Lobia Curry with Garlic Naan","A delicious dinner meal featuring Lobia Curry with Garlic Naan - providing excellent macronutrients.",450,15.0,67.0,12.0,9.0
884,Vegetarian,Dinner,"Boondi Raita with Jeera Rice","A high-protein dinner meal featuring Boondi Raita with Jeera Rice - cooked in traditional Indian style.",240,5.5,36.0,7.0,2.2
885,Vegetarian,Breakfast,"Plain Dosa","A high-protein breakfast meal featuring Plain Dosa - perfect for your dietary goals.",133,3.0,23.0,3.0,1.0
886,Vegetarian,Mid Morning Snack,"Vegan Protein Shake","A nutrient-rich mid morning snack meal featuring Vegan Protein Shake - cooked in traditional Indian style.",115,22.0,4.0,1.5,1.0
887,Vegetarian,Evening Snack,"Fruit Bowl (Apple & Papaya)","A delicious evening snack meal featuring Fruit Bowl (Apple & Papaya) - perfect for your dietary goals.",90,1.0,22.0,0.0,4.0
888,Vegetarian,Lunch,"Vegan Dal Makhani (Coconut Milk) with Millet Rotis","A healthy lunch meal featuring Vegan Dal Makhani (Coconut Milk) with Millet Rotis - prepared with minimal oil.",450,15.0,62.0,13.0,15.0
889,Vegetarian,Lunch,"Dal Makhani and 3 Rotis and Mixed Veg Curry","A healthy lunch meal featuring Dal Makhani and 3 Rotis and Mixed Veg Curry - providing excellent macronutrients.",732,22.0,106.0,25.0,21.0
890,Vegetarian,Dinner,"Soya Chunks Curry with Garlic Naan","A high-protein dinner meal featuring Soya Chunks Curry with Garlic Naan - providing excellent macronutrients.",440,26.0,55.0,12.0,7.0
891,Vegetarian,Dinner,"Cabbage Poriyal with Garlic Naan","A healthy dinner meal featuring Cabbage Poriyal with Garlic Naan - providing excellent macronutrients.",380,10.0,55.0,13.0,6.0
892,Vegetarian,Breakfast,"Idlis","A nutrient-rich breakfast meal featuring Idlis - cooked in traditional Indian style.",116,4.0,24.0,0.4,1.5
893,Vegetarian,Mid Morning Snack,"Roasted Chana","A delicious mid morning snack meal featuring Roasted Chana - perfect for your dietary goals.",120,6.0,18.0,2.0,5.0
894,Vegetarian,Evening Snack,"Greek Yogurt (cup)","A high-protein evening snack meal featuring Greek Yogurt (cup) - perfect for your dietary goals.",100,10.0,4.0,0.0,0.0
895,Vegetarian,Lunch,"Palak Paneer with Millet Roti","A delicious lunch meal featuring Palak Paneer with Millet Roti - prepared with minimal oil.",355,17.5,28.0,19.5,8.0
896,Vegetarian,Lunch,"Chana Masala and Rotis and Baingan Bharta","A nutrient-rich lunch meal featuring Chana Masala and Rotis and Baingan Bharta - cooked in traditional Indian style.",508,16.0,85.0,14.0,19.0
897,Vegetarian,Dinner,"Paneer Butter Masala with 3 Rotis","A nutrient-rich dinner meal featuring Paneer Butter Masala with 3 Rotis - providing excellent macronutrients.",632,21.0,76.0,29.0,11.0
898,Vegetarian,Dinner,"Mushroom Do Pyaza with Millet Rotis","A healthy dinner meal featuring Mushroom Do Pyaza with Millet Rotis - prepared with minimal oil.",340,11.0,50.0,9.0,11.0
899,Vegetarian,Breakfast,"Aloo Paratha","A balanced breakfast meal featuring Aloo Paratha - perfect for your dietary goals.",230,5.0,35.0,8.0,4.0
900,Vegetarian,Mid Morning Snack,"Roasted Makhana","A balanced mid morning snack meal featuring Roasted Makhana - cooked in traditional Indian style.",110,3.0,20.0,2.0,4.0
901,Vegetarian,Evening Snack,"Moong Sprouts Salad","A healthy evening snack meal featuring Moong Sprouts Salad - prepared with minimal oil.",120,10.0,18.0,1.0,6.0
902,Vegetarian,Lunch,"Soya Chunks Curry with Brown Rice (Bowl)","A healthy lunch meal featuring Soya Chunks Curry with Brown Rice (Bowl) - prepared with minimal oil.",260,21.0,34.0,4.0,8.5
903,Vegetarian,Lunch,"Matar Paneer and Millet Roti and Boondi Raita","A high-protein lunch meal featuring Matar Paneer and Millet Roti and Boondi Raita - providing excellent macronutrients.",455,17.5,42.0,21.5,9.0
904,Vegetarian,Dinner,"Rajma Curry with Bowl Rice","A healthy dinner meal featuring Rajma Curry with Bowl Rice - cooked in traditional Indian style.",310,10.0,54.0,4.0,9.0
905,Vegetarian,Dinner,"Baingan Bharta with Bowl Rice","A home-style dinner meal featuring Baingan Bharta with Bowl Rice - cooked in traditional Indian style.",260,4.0,44.0,7.0,7.0
906,Vegetarian,Breakfast,"Moong Dal Chilla","A nutrient-rich breakfast meal featuring Moong Dal Chilla - cooked in traditional Indian style.",140,8.0,17.0,4.0,4.0
907,Vegetarian,Mid Morning Snack,"Greek Yogurt (cup)","A high-protein mid morning snack meal featuring Greek Yogurt (cup) - perfect for your dietary goals.",100,10.0,4.0,0.0,0.0
908,Vegetarian,Evening Snack,"Greek Yogurt (cup)","A healthy evening snack meal featuring Greek Yogurt (cup) - cooked in traditional Indian style.",100,10.0,4.0,0.0,0.0
909,Vegetarian,Lunch,"Dal Makhani with Roti","A high-protein lunch meal featuring Dal Makhani with Roti - prepared with minimal oil.",384,12.0,44.0,17.0,10.0
910,Vegetarian,Lunch,"Paneer Butter Masala and Brown Rice (Bowl) and Bhindi Masala","A balanced lunch meal featuring Paneer Butter Masala and Brown Rice (Bowl) and Bhindi Masala - providing excellent macronutrients.",550,17.0,46.0,33.0,9.5
911,Vegetarian,Dinner,"Soya Chunks Curry with 3 Rotis","A delicious dinner meal featuring Soya Chunks Curry with 3 Rotis - providing excellent macronutrients.",462,27.0,78.0,6.0,14.0
912,Vegetarian,Dinner,"Cucumber Raita with Bowl Rice","A healthy dinner meal featuring Cucumber Raita with Bowl Rice - cooked in traditional Indian style.",190,5.0,33.0,2.0,2.0
913,Vegetarian,Breakfast,"Upma","A balanced breakfast meal featuring Upma - perfect for your dietary goals.",190,4.0,35.0,3.0,3.0
914,Vegetarian,Mid Morning Snack,"Cucumber Carrot Salad","A high-protein mid morning snack meal featuring Cucumber Carrot Salad - cooked in traditional Indian style.",40,1.0,9.0,0.0,3.0
915,Vegetarian,Evening Snack,"Moong Sprouts Salad","A high-protein evening snack meal featuring Moong Sprouts Salad - providing excellent macronutrients.",120,10.0,18.0,1.0,6.0
